"","company","year","latitude","longitude","variable_code"
"4171","MAPLE GROVE METHODIST CHURCH",2022,35.518529,-82.987379,"Count of Religous Institutions"
"4172","ELIZABETH CHAPEL UNITED MTHDST",2022,35.49695,-82.95353,"Count of Religous Institutions"
"4173","LIFE CHURCH OF WAYNESVILLE",2022,35.480774,-83.006065,"Count of Religous Institutions"
"4174","COVENANT PRESBYTERIAN CHURCH",2022,35.486542,-82.986598,"Count of Religous Institutions"
"4175","BARBERVILLE BAPTIST CHURCH",2022,35.512934,-82.991385,"Count of Religous Institutions"
"4176","GRANDVIEW BAPTIST CHURCH",2022,35.44686,-83.005863,"Count of Religous Institutions"
"4177","FAITH UNITED METHODIST CHURCH",2022,35.464831,-83.00744,"Count of Religous Institutions"
"4178","MT OLIVE BAPTIST",2022,35.485831,-82.984456,"Count of Religous Institutions"
"4179","CLYDE CENTRAL UNITED METHODIST",2022,35.531576,-82.913209,"Count of Religous Institutions"
"4180","CRABTREE BAPTIST CHURCH",2022,35.599413,-82.936712,"Count of Religous Institutions"
"4181","CENTRAL HAYWOOD CHR OF CHRIST",2022,35.530377,-82.938077,"Count of Religous Institutions"
"4182","DUTCH COVE BAPTIST CHURCH",2022,35.501584,-82.801971,"Count of Religous Institutions"
"4183","BETHEL UNITED METHODIST CHURCH",2022,35.473315,-82.892942,"Count of Religous Institutions"
"4184","CRESTVIEW",2022,35.49659,-82.867031,"Count of Religous Institutions"
"4185","MORNING STAR UNITED MTHDST CHR",2022,35.513822,-82.815298,"Count of Religous Institutions"
"4186","MAPLE GROVE BAPTIST CHURCH",2022,35.511794,-82.874523,"Count of Religous Institutions"
"4187","SUNNY POINT",2022,35.506577,-82.836362,"Count of Religous Institutions"
"4188","BRYSON CITY PRESBYTERIAN CHR",2022,35.3977,-83.4753,"Count of Religous Institutions"
"4189","FIRST BAPTIST CHURCH",2022,35.3977,-83.4753,"Count of Religous Institutions"
"4190","BRYSON CITY UNITED MTHDST CHR",2022,35.3977,-83.4753,"Count of Religous Institutions"
"4191","ARLINGTON BAPTIST CHURCH",2022,35.413918,-83.449638,"Count of Religous Institutions"
"4192","ST JOSEPH CATHOLIC CHURCH",2022,35.3977,-83.4753,"Count of Religous Institutions"
"4193","CHEROKEE BAPTIST CHURCH",2022,35.485639,-83.315792,"Count of Religous Institutions"
"4194","CHEROKEE UNITED METHODIST CHR",2022,35.467059,-83.272335,"Count of Religous Institutions"
"4195","ACQUONI BAPTIST CHAPEL",2022,35.4962,-83.2961,"Count of Religous Institutions"
"4196","ROCK SPRINGS BAPTIST CHURCH",2022,35.470664,-83.287403,"Count of Religous Institutions"
"4197","NUTBUSH BAPTIST CHURCH",2022,36.3476,-78.3927,"Count of Religous Institutions"
"4198","SANDY GROVE BAPTIST CHURCH",2022,36.247925,-78.381504,"Count of Religous Institutions"
"4199","CHRISTIAN FAITH CTR",2022,36.11786,-78.677594,"Count of Religous Institutions"
"4200","GREENFIELD BAPTIST CHURCH",2022,36.13266,-78.631927,"Count of Religous Institutions"
"4201","SYMNA GROVE BAPTIST CHURCH",2022,36.179034,-78.620355,"Count of Religous Institutions"
"4202","PINE GROVE BAPTIST CHURCH",2022,36.1104,-78.6895,"Count of Religous Institutions"
"4203","MT VERNON MISSIONARY BAPT CHR",2022,36.1104,-78.6895,"Count of Religous Institutions"
"4204","BRASSFIELD BAPTIST CHURCH",2022,36.11541,-78.57457,"Count of Religous Institutions"
"4205","ROCK SPRING BAPTIST CHURCH",2022,36.067993,-78.605858,"Count of Religous Institutions"
"4206","CREEDMOOR UNITED METHODIST CHR",2022,36.120009,-78.683666,"Count of Religous Institutions"
"4207","FELLOWSHIP BAPTIST CHURCH",2022,36.086912,-78.688713,"Count of Religous Institutions"
"4208","GOOD HOPE BAPT CHR OF NC INC",2022,36.053938,-78.554217,"Count of Religous Institutions"
"4209","COMMUNITY UNITED METHODIST CHR",2022,36.134938,-78.767444,"Count of Religous Institutions"
"4210","UNION CHAPEL BAPTIST CHURCH",2022,36.148744,-78.751855,"Count of Religous Institutions"
"4211","FIRST BAPTIST CHURCH-BUTNER",2022,36.134263,-78.762401,"Count of Religous Institutions"
"4212","BUTNER PRESBYTERIAN CHURCH",2022,36.1342,-78.7593,"Count of Religous Institutions"
"4213","DEXTER BAPTIST CHURCH",2022,36.3513,-78.6231,"Count of Religous Institutions"
"4214","BAPTIST GROVE CHURCH",2022,36.5139,-78.5639,"Count of Religous Institutions"
"4215","FIRST BAPTIST CHURCH",2022,36.306538,-78.589776,"Count of Religous Institutions"
"4216","PEACES CHAPEL",2022,36.225964,-78.518329,"Count of Religous Institutions"
"4217","OLIVE GROVE BAPTIST CHURCH",2022,36.3513,-78.6231,"Count of Religous Institutions"
"4218","ILONG BAPTIST CHURCH",2022,36.225274,-78.517319,"Count of Religous Institutions"
"4219","OXFORD PRESBYTERIAN CHURCH",2022,36.31143,-78.586036,"Count of Religous Institutions"
"4220","MICHAEL CREEK BAPTIST CHURCH",2022,36.3513,-78.6231,"Count of Religous Institutions"
"4221","DAVIS CHAPEL BAPTIST CHURCH",2022,36.3513,-78.6231,"Count of Religous Institutions"
"4222","PHIPPS CHAPEL BAPTIST CHURCH",2022,36.3476,-78.3927,"Count of Religous Institutions"
"4223","MT CALVARY HOLLY CHURCH",2022,36.5139,-78.5639,"Count of Religous Institutions"
"4224","SPRING STREET MISSIONARY BAPT",2022,36.328252,-78.409032,"Count of Religous Institutions"
"4225","MT MORIAH AME ZION CHURCH",2022,36.307677,-78.478484,"Count of Religous Institutions"
"4226","JEHOVAH'S WITNESSES",2022,36.356754,-78.375336,"Count of Religous Institutions"
"4227","WELCOME CHAPEL BAPTIST CHURCH",2022,36.301024,-78.40254,"Count of Religous Institutions"
"4228","CHURCH OF JESUS CHRIST OF LDS",2022,36.32867,-78.43817,"Count of Religous Institutions"
"4229","ST PAUL UNITED CHR OF CHRIST",2022,36.4,-78.3217,"Count of Religous Institutions"
"4230","REDBUD BAPTIST CHURCH",2022,36.3237,-78.4094,"Count of Religous Institutions"
"4231","BLESSED HOPE BAPTIST CHURCH",2022,36.34466,-78.4502,"Count of Religous Institutions"
"4232","REHOBOTH UNITED MTHDST CHR",2022,36.268744,-78.503952,"Count of Religous Institutions"
"4233","MORNING STAR UNITED HOLINESS",2022,36.3476,-78.3927,"Count of Religous Institutions"
"4234","GUIDING STAR HOLY CHURCH",2022,36.468282,-78.338666,"Count of Religous Institutions"
"4235","PHILADELPHIA BAPTIST CHURCH",2022,36.496492,-78.426224,"Count of Religous Institutions"
"4236","SHARON BAPTIST CHURCH",2022,36.386991,-78.777331,"Count of Religous Institutions"
"4237","PEACHTREE UNITED METHODIST CHR",2022,35.516289,-83.130649,"Count of Religous Institutions"
"4238","MT ZION CHRISTIAN CHURCH",2022,36.335727,-78.392263,"Count of Religous Institutions"
"4239","ST BEULAH HOLINESS CHURCH",2022,36.3476,-78.3927,"Count of Religous Institutions"
"4240","WHITE ROCK BAPTIST CHURCH",2022,36.3513,-78.6231,"Count of Religous Institutions"
"4241","MT ZION HOLINESS CHURCH",2022,36.307576,-78.591898,"Count of Religous Institutions"
"4242","NEW HOPE",2022,35.518842,-82.993932,"Count of Religous Institutions"
"4243","BANKS UNITED METHODIST",2022,36.154585,-78.58299,"Count of Religous Institutions"
"4244","SPIRIT OF LIFE CHRISTIAN CTR",2022,36.325584,-78.400586,"Count of Religous Institutions"
"4245","BETHABARA CHURCH",2022,35.4962,-83.2961,"Count of Religous Institutions"
"4246","CRYSTAL RIVER CHURCH OF GOD",2022,36.345963,-78.366837,"Count of Religous Institutions"
"4247","FREEDOM LIFE CHURCH OF GOD",2022,36.3476,-78.3927,"Count of Religous Institutions"
"4248","WHITE MEMORIAL UNITED MTHDST",2022,36.315674,-78.400124,"Count of Religous Institutions"
"4249","MIDDLEBURG BAPTIST CHURCH",2022,36.4,-78.3217,"Count of Religous Institutions"
"4250","ST STEPHEN'S EPISCOPAL CHURCH",2022,36.313109,-78.589294,"Count of Religous Institutions"
"4251","BIG RUIN CREEK BAPTIST CHURCH",2023,36.299813,-78.38641,"Count of Religous Institutions"
"4252","BROOKSTON BAPTIST CHURCH",2023,36.365979,-78.344941,"Count of Religous Institutions"
"4253","CAREY BAPTIST CHURCH",2023,36.333134,-78.353002,"Count of Religous Institutions"
"4254","HENDERSON CHURCH OF CHRIST",2023,36.319272,-78.413468,"Count of Religous Institutions"
"4255","HENDERSON-SOUTH CHURCH OF GOD",2023,36.294383,-78.391944,"Count of Religous Institutions"
"4256","CHURCH OF THE HOLY INNOCENTS",2023,36.328224,-78.406107,"Count of Religous Institutions"
"4257","COTTON MEMORIAL PRESBYTERIAN",2023,36.332345,-78.399875,"Count of Religous Institutions"
"4258","DICKIES GROVE BAPTIST CHURCH",2023,36.287966,-78.322835,"Count of Religous Institutions"
"4259","FIRST BAPTIST CHURCH",2023,36.326309,-78.40607,"Count of Religous Institutions"
"4260","FIRST PRESBYERIAN CHURCH",2023,36.329284,-78.402768,"Count of Religous Institutions"
"4261","FULLER CHAPEL UCC",2023,36.272699,-78.432364,"Count of Religous Institutions"
"4262","GILLBURG UNITED METHODIST CHR",2023,36.276129,-78.366828,"Count of Religous Institutions"
"4263","HOLY TEMPLE CHURCH",2023,36.323348,-78.388379,"Count of Religous Institutions"
"4264","WESTWOOD PENTECOSTAL HOLINESS",2023,36.3285,-78.40392,"Count of Religous Institutions"
"4265","NEW BETHEL BAPTIST CHURCH",2023,36.249618,-78.323637,"Count of Religous Institutions"
"4266","NEW SANDY CREEK BAPTIST CHURCH",2023,36.298603,-78.320349,"Count of Religous Institutions"
"4267","NORTH HENDERSON BAPTIST CHURCH",2023,36.338534,-78.395507,"Count of Religous Institutions"
"4268","RALEIGH ROAD",2023,36.278149,-78.40737,"Count of Religous Institutions"
"4269","GREATER RANSOM WAY-THE CROSS",2023,36.248243,-78.431949,"Count of Religous Institutions"
"4270","GREATER REFUGE CHR-OUR LORD",2023,36.321113,-78.389696,"Count of Religous Institutions"
"4271","SHILOH BAPTIST CHURCH",2023,36.32126,-78.403008,"Count of Religous Institutions"
"4272","SOUTH HENDERSON PENTECOSTAL",2023,36.307654,-78.386647,"Count of Religous Institutions"
"4273","ST ANDREWS PRESBYTERIAN CHR",2023,36.353691,-78.452186,"Count of Religous Institutions"
"4274","ST JAMES MISSIONARY BAPT CHR",2023,36.309411,-78.435689,"Count of Religous Institutions"
"4275","VICTORY BAPTIST CHURCH",2023,36.294222,-78.398204,"Count of Religous Institutions"
"4276","CONCORD BAPTIST CHURCH",2023,36.168254,-78.380923,"Count of Religous Institutions"
"4277","UNION CHAPEL UNITED MTHDST CHR",2023,36.220015,-78.440895,"Count of Religous Institutions"
"4278","ST DELIGHT HOLY CHURCH",2023,36.459996,-78.319563,"Count of Religous Institutions"
"4279","AMIS CHAPEL BAPTIST CHURCH",2023,36.523024,-78.732516,"Count of Religous Institutions"
"4280","BELTON CREEK BAPTIST CHURCH",2023,36.235057,-78.584886,"Count of Religous Institutions"
"4281","DELRAYNO BAPTIST CHURCH",2023,36.331802,-78.595189,"Count of Religous Institutions"
"4282","ENON BAPTIST CHURCH",2023,36.303249,-78.662163,"Count of Religous Institutions"
"4283","HUNTSVILLE BAPTIST CHURCH",2023,36.349952,-78.627273,"Count of Religous Institutions"
"4284","JONATHAN CREEK BAPTIST CHURCH",2023,36.524108,-78.671818,"Count of Religous Institutions"
"4285","MOUNTAIN SPRING BAPTIST CHURCH",2023,36.203247,-78.722101,"Count of Religous Institutions"
"4286","MT ZION BAPTIST CHURCH",2023,36.318928,-78.741569,"Count of Religous Institutions"
"4287","NEW HOPE GRANVILLE MSSNRY BAPT",2023,36.3247,-78.742526,"Count of Religous Institutions"
"4288","OXFORD BAPTIST CHURCH",2023,36.310623,-78.587243,"Count of Religous Institutions"
"4289","OXFORD UNITED METHODIST CHURCH",2023,36.312658,-78.590523,"Count of Religous Institutions"
"4290","PENN AVENUE BAPTIST CHURCH",2023,36.311239,-78.593468,"Count of Religous Institutions"
"4291","PROVIDENCE BAPTIST CHURCH",2023,36.255041,-78.660913,"Count of Religous Institutions"
"4292","ST MATTHEWS BAPTIST CHURCH",2023,36.461816,-78.73219,"Count of Religous Institutions"
"4293","TABBS CREEK BAPTIST CHURCH",2023,36.307525,-78.58521,"Count of Religous Institutions"
"4294","TIMOTHY DARLING PRESBYTERIAN",2023,36.312067,-78.591933,"Count of Religous Institutions"
"4295","WHETSTONE BAPTIST CHURCH",2023,36.421223,-78.650941,"Count of Religous Institutions"
"4296","WOODLAND BAPTIST CHURCH",2023,36.026557,-78.558103,"Count of Religous Institutions"
"4297","BIBLE BAPTIST CHURCH",2023,36.118031,-78.744389,"Count of Religous Institutions"
"4298","ANTIOCH BAPTIST CHURCH",2023,36.307525,-78.58521,"Count of Religous Institutions"
"4299","VICTORY BAPTIST CHR-BRYSON",2023,35.431722,-83.445558,"Count of Religous Institutions"
"4300","BEULAH BAPTIST CHURCH",2023,35.534983,-82.852957,"Count of Religous Institutions"
"4301","CALVARY BAPTIST CHURCH",2023,35.546806,-82.825012,"Count of Religous Institutions"
"4302","CANTON PRESBYTERIAN CHURCH",2023,35.536317,-82.836414,"Count of Religous Institutions"
"4303","CANTON CENTRAL UNITED MTHDST",2023,35.533553,-82.836195,"Count of Religous Institutions"
"4304","CANTON FIRST BAPTIST CHURCH",2023,35.529004,-82.829895,"Count of Religous Institutions"
"4305","RIVERSIDE",2023,35.444668,-82.911591,"Count of Religous Institutions"
"4306","ST ANDREWS EPISCOPAL CHURCH",2023,35.529476,-82.829005,"Count of Religous Institutions"
"4307","WEST CANTON",2023,35.535866,-82.859494,"Count of Religous Institutions"
"4308","ALLENS CREEK BAPTIST CHURCH",2023,35.460656,-83.001572,"Count of Religous Institutions"
"4309","OUR SAVIOR LUTHERAN CHURCH",2023,35.529302,-82.945597,"Count of Religous Institutions"
"4310","EAST WAYNSVILLE BAPTIST CHURCH",2023,35.500235,-82.972536,"Count of Religous Institutions"
"4311","FIRST BAPTIST CHURCH",2023,35.488578,-82.989173,"Count of Religous Institutions"
"4312","FIRST PRESBYTERIAN CHURCH",2023,35.493801,-82.985558,"Count of Religous Institutions"
"4313","GRACE CHURCH IN THE MOUNTAINS",2023,35.491161,-82.989929,"Count of Religous Institutions"
"4314","ST JOHN THE EVANGELIST",2023,35.491529,-82.991769,"Count of Religous Institutions"
"4315","HAZELWOOD",2023,35.477726,-82.999779,"Count of Religous Institutions"
"4316","HAZELWOOD PRESBYTERIAN CHURCH",2023,35.47867,-83.00186,"Count of Religous Institutions"
"4317","VINE OF THE MOUNTAINS CHURCH",2023,35.47608,-82.999378,"Count of Religous Institutions"
"4318","ROCKY FACE BAPTIST CHURCH",2023,35.579335,-82.795717,"Count of Religous Institutions"
"4319","DIVINE HABITATION MINISTRIES",2023,36.317071,-78.383058,"Count of Religous Institutions"
"4320","I BELIEVE GOD OUTREACH CHURCH",2023,36.430746,-78.430226,"Count of Religous Institutions"
"4321","CHEROKEE CHURCH OF CHRIST",2023,35.48299,-83.31691,"Count of Religous Institutions"
"4322","CHURCH OF GOD OF PROPHECY",2023,36.29791,-78.546473,"Count of Religous Institutions"
"4323","MT CALVARY DELIVERANCE CTHDRL",2023,36.316918,-78.587835,"Count of Religous Institutions"
"4324","STOVALL METHODIST CHURCH",2023,36.461662,-78.573224,"Count of Religous Institutions"
"4325","GREATER HARVEST FULL GOSPEL",2023,36.291618,-78.546658,"Count of Religous Institutions"
"4326","PROMISED LAND COMMUNITY CHURCH",2023,36.246155,-78.617036,"Count of Religous Institutions"
"4327","UPON THIS ROCK MINISTRIES",2023,36.32979,-78.592193,"Count of Religous Institutions"
"4328","NEW LIFE BAPTIST CHURCH",2023,36.318338,-78.34223,"Count of Religous Institutions"
"4329","GOT TRUTH INTL CHR OF EAGLES",2023,36.26909,-78.335152,"Count of Religous Institutions"
"4330","CONERSTONE FELLOWSHIP CHURCH",2023,35.446082,-83.062837,"Count of Religous Institutions"
"4331","FIRST UNITED MEHODIST CHR",2023,36.319836,-78.426298,"Count of Religous Institutions"
"4332","GOOD SHEPHERED MINISTRIES INC",2023,36.36427,-78.616382,"Count of Religous Institutions"
"4333","PINNACLE CHURCH",2023,35.543601,-82.84989,"Count of Religous Institutions"
"4334","HENDERSON SEVENTH-DAY",2023,36.330973,-78.425333,"Count of Religous Institutions"
"4335","LIVING STONES CHURCH OF GOD",2023,36.344289,-78.541164,"Count of Religous Institutions"
"4336","KINGDOM HALL-JEHOVAH'S WTNSSS",2023,36.207134,-78.640033,"Count of Religous Institutions"
"4337","SALEM UNITED METHODIST CHURCH",2023,36.350276,-78.537988,"Count of Religous Institutions"
"4338","FINES CREEK MEMORIAL BAPT CHR",2023,35.687045,-82.947001,"Count of Religous Institutions"
"4339","FIRST UNITED MTHDST CHR-HNDRSN",2023,36.328694,-78.401259,"Count of Religous Institutions"
"4340","OAK GROVE BAPTIST CHURCH",2023,36.307525,-78.58521,"Count of Religous Institutions"
"4341","DELIVERANCE TEMPLE OF NC",2023,36.090296,-78.742716,"Count of Religous Institutions"
"4342","CROSSROADS CHURCH",2023,36.314793,-78.288676,"Count of Religous Institutions"
"4343","NEW CORINTH BAPTIST CHURCH",2023,36.425003,-78.69364,"Count of Religous Institutions"
"4344","DAVIS CHAPEL BAPTIST CHURCH",2023,36.333939,-78.39717,"Count of Religous Institutions"
"4345","POPLAR CREEK BAPTIST CHURCH",2023,36.329446,-78.490493,"Count of Religous Institutions"
"4346","JEHOVAH RAAH FARM",2023,35.677219,-82.913066,"Count of Religous Institutions"
"4347","CLYDE CHURCH OF GOD",2023,35.530224,-82.914377,"Count of Religous Institutions"
"4348","MT ZION UNITED METHODIST CHR",2023,35.605359,-82.904505,"Count of Religous Institutions"
"4349","TRUE FAITH FELLOWSHIP BAPTIST",2023,36.119585,-78.68547,"Count of Religous Institutions"
"4350","HOSANNA COVENANT MINISTRIES",2023,36.054026,-78.631165,"Count of Religous Institutions"
"4351","VINE OF THE MOUNTAINS",2023,35.493215,-82.986122,"Count of Religous Institutions"
"4352","HEBRON PRESBYTERIAN CHURCH",2023,36.357664,-78.634455,"Count of Religous Institutions"
"4353","ICTHUS MINISTRIES INC",2023,35.344351,-83.417525,"Count of Religous Institutions"
"4354","KERR LAKE MINISTRIES INC",2023,36.175961,-78.411845,"Count of Religous Institutions"
"4355","NEW COVENANT CHRISTIAN CTR",2023,36.299674,-78.54273,"Count of Religous Institutions"
"4356","MISSIONARY BAPTIST CHURCH",2023,36.243227,-78.709894,"Count of Religous Institutions"
"4357","PLAINS UNITED METHODIST CHURCH",2023,35.553471,-82.813815,"Count of Religous Institutions"
"4358","TRINITY UMC",2023,36.365898,-78.799561,"Count of Religous Institutions"
"4359","VINE OF THE MOUNTAINS",2023,35.512289,-83.004008,"Count of Religous Institutions"
"4360","CHURCH OF GOD PARSONAGE",2023,35.517805,-82.828544,"Count of Religous Institutions"
"4361","PLANK CHAPEL UNITED MTHDST CHR",2023,36.220015,-78.440895,"Count of Religous Institutions"
"4362","BEAVERDAM CHURCH",2023,35.579628,-82.829531,"Count of Religous Institutions"
"4363","OPEN ARMS FELLOWSHIP",2023,36.143538,-78.719301,"Count of Religous Institutions"
"4364","GREATER JOY BAPT CHR OF BUTNER",2023,36.133889,-78.759091,"Count of Religous Institutions"
"4365","CHURCH PLEASANT GROVE BAPTIST",2023,35.528659,-82.823267,"Count of Religous Institutions"
"4366","ENCOURAGING WORD BAPTIST CHR",2023,35.478651,-82.968359,"Count of Religous Institutions"
"4367","TALLY HO FIRST BAPTIST CHURCH",2023,36.211315,-78.702249,"Count of Religous Institutions"
"4368","BRYSON CITY CHURCH OF GOD",2023,35.431722,-83.445558,"Count of Religous Institutions"
"4369","ST BERNADETTE CATHOLIC CHURCH",2023,36.128777,-78.770615,"Count of Religous Institutions"
"4370","TABERNACLE UNITED MTHDST CHR",2023,36.489751,-78.425847,"Count of Religous Institutions"
"4371","STOVALL BAPTIST CHURCH",2023,36.461662,-78.573224,"Count of Religous Institutions"
"4372","PROMISED LAND COMMUNITY CHURCH",2023,36.10959,-78.68864,"Count of Religous Institutions"
"4373","BIBLE BAPTIST CHURCH",2023,36.118031,-78.744389,"Count of Religous Institutions"
"4374","KITTRELL CHURCH OF GOD",2023,36.203415,-78.449511,"Count of Religous Institutions"
"4375","ST PETER'S ANGLICAN MISSION",2023,35.480365,-83.009554,"Count of Religous Institutions"
"4376","FULL DELIVERANCE CHRISTIAN CHR",2023,36.324613,-78.425684,"Count of Religous Institutions"
"4377","GRANVILLE-VANCE FAITH INTTV",2023,36.264954,-78.408139,"Count of Religous Institutions"
"4378","LIFEWORKS WITH CHRISTIAN WOMEN",2023,35.527631,-82.95163,"Count of Religous Institutions"
"4379","YUANLIN TEMPLE",2023,36.085654,-78.583218,"Count of Religous Institutions"
"4380","MT OLIVE PENTECOASTAL CHR INC",2023,36.329272,-78.400814,"Count of Religous Institutions"
"4381","LIVING WITH VICTORY MINISTRIES",2023,35.523952,-83.086995,"Count of Religous Institutions"
"4382","VICTORY ROAD BAPTIST CHURCH",2023,36.283671,-78.437718,"Count of Religous Institutions"
"4383","FISHER OF MEN'S MINISTRY INC",2023,36.344027,-78.36601,"Count of Religous Institutions"
"4384","GOSPEL INDEPENDENT BAPTIST CHR",2023,36.405141,-78.499853,"Count of Religous Institutions"
"4385","HELPING ALL PEOPLE EXCEL",2023,36.442183,-78.398771,"Count of Religous Institutions"
"4386","CLAN BELL-CLAN BELL NORTH AMER",2023,36.087382,-78.573828,"Count of Religous Institutions"
"4387","CLEARVIEW BAPTIST CHURCH",2023,36.30551,-78.444769,"Count of Religous Institutions"
"4388","BE ONE BLESS ONE",2023,35.480843,-83.006024,"Count of Religous Institutions"
"4389","WORLD METHODIST COUNCIL",2023,35.492949,-82.986162,"Count of Religous Institutions"
"4390","GOSPEL INDEPENDENCE BAPT CHR",2023,36.307525,-78.58521,"Count of Religous Institutions"
"4391","CHEROKEE CHURCH-THE NAZARENE",2023,35.48299,-83.31691,"Count of Religous Institutions"
"4392","NEW ROCK SPG UNITED CHR-CHRIST",2023,36.06504,-78.628131,"Count of Religous Institutions"
"4393","NEW COVENANT CHURCH",2023,35.533592,-82.928584,"Count of Religous Institutions"
"4394","CHURCH OF JESUS CHRIST OF LDS",2023,35.569135,-83.018435,"Count of Religous Institutions"
"4395","NINEVAH BAPTIST CHURCH",2023,35.474264,-82.986126,"Count of Religous Institutions"
"4396","CELEBRATIONS CHURCH",2023,36.280297,-78.573002,"Count of Religous Institutions"
"4397","LONG'S UNITED METHODIST CHURCH",2023,35.488518,-82.856555,"Count of Religous Institutions"
"4398","ANTIOCH",2023,35.570615,-82.963898,"Count of Religous Institutions"
"4399","FRANCIS COVE UNITED METHODIST",2023,35.493215,-82.986122,"Count of Religous Institutions"
"4400","LIVING WORD",2023,36.119585,-78.68547,"Count of Religous Institutions"
"4401","CONCORD BAPTIST CHURCH INC",2023,36.142145,-78.726999,"Count of Religous Institutions"
"4402","UNION AME ZION CHURCH",2023,36.119585,-78.68547,"Count of Religous Institutions"
"4403","PLEASANT GROVE BAPTIST CHURCH",2023,36.119585,-78.68547,"Count of Religous Institutions"
"4404","EASTSIDE BAPTIST CHURCH",2023,36.322419,-78.384115,"Count of Religous Institutions"
"4405","ROCK SPRING",2023,36.299813,-78.38641,"Count of Religous Institutions"
"4406","UNION GROVE UNITED CHR-CHRIST",2023,36.349248,-78.398822,"Count of Religous Institutions"
"4407","MINISTER'S OUTREACH TABERNACLE",2023,36.317626,-78.402753,"Count of Religous Institutions"
"4408","MT PLEASANT BAPTIST CHURCH",2023,36.530019,-78.29618,"Count of Religous Institutions"
"4409","MOUNTAIN CREEK BAPTIST CHURCH",2023,36.307525,-78.58521,"Count of Religous Institutions"
"4410","ASHLEY GROVE BAPTIST CHURCH",2023,36.409027,-78.379541,"Count of Religous Institutions"
"4411","RATCLIFFE COVE BAPTIST CHURCH",2023,35.493215,-82.986122,"Count of Religous Institutions"
"4412","EAST FORK BAPTIST CHURCH",2023,35.419535,-82.811727,"Count of Religous Institutions"
"4413","HIGH STREET",2023,35.540211,-82.83562,"Count of Religous Institutions"
"4414","NORTH CANTON",2023,35.552073,-82.844813,"Count of Religous Institutions"
"4415","KESLER TEMPLE AME ZION CHURCH",2023,36.322712,-78.401584,"Count of Religous Institutions"
"4416","ST JAMES CATHOLIC CHURCH",2023,36.323404,-78.498296,"Count of Religous Institutions"
"4417","OAK LEVEL CHURCH",2023,36.475433,-78.311565,"Count of Religous Institutions"
"4418","CHEROKEE NAZARENE CHURCH",2023,35.48299,-83.31691,"Count of Religous Institutions"
"4419","JOY CHRISTIAN CTR",2023,36.307525,-78.58521,"Count of Religous Institutions"
"4420","FIRST UNITED METHODIST CHURCH",2023,35.48903,-82.990901,"Count of Religous Institutions"
"4421","WOODLAND BAPTIST CHURCH",2023,35.529621,-82.961002,"Count of Religous Institutions"
"4422","MT OLIVE BAPTIST CHURCH",2023,36.299813,-78.38641,"Count of Religous Institutions"
"4423","SILVERMINE",2023,35.313799,-83.617196,"Count of Religous Institutions"
"4424","GRASSY CREEK",2023,36.514434,-78.622385,"Count of Religous Institutions"
"4425","BETHEL BAPTIST CHURCH",2023,35.470795,-82.89293,"Count of Religous Institutions"
"4426","EAST CHURCH OF GOD",2023,36.317071,-78.383058,"Count of Religous Institutions"
"4427","N HENDERSON PENT HOLINESS CHR",2023,36.308196,-78.427899,"Count of Religous Institutions"
"4428","CLEARVIEW BAPTIST CHURCH",2023,36.337979,-78.449799,"Count of Religous Institutions"
"4429","CHURCH OF JESUS CHRIST OF LDS",2023,36.303573,-78.381608,"Count of Religous Institutions"
"4430","KITTRELL BAPTIST CHURCH",2023,36.220015,-78.440895,"Count of Religous Institutions"
"4431","FLORENCE AVENUE",2023,36.539908,-78.777142,"Count of Religous Institutions"
"4432","HESTER",2023,36.367769,-78.646249,"Count of Religous Institutions"
"4433","ANTIOCH UNITED CHR OF CHRIST",2023,36.53276,-78.45775,"Count of Religous Institutions"
"4434","MARY'S CHAPEL BAPTIST CHURCH",2023,36.071964,-78.593312,"Count of Religous Institutions"
"4435","MISSION TO THE WORLD",2023,35.48299,-83.31691,"Count of Religous Institutions"
"4436","MAGGIE UNITED METHODIST CHURCH",2023,35.51853,-83.09844,"Count of Religous Institutions"
"4437","SULPHUR SPRINGS FREE WILL BAPT",2023,35.483865,-83.005679,"Count of Religous Institutions"
"4438","SHADY GROVE UNITED MTHDST CHR",2023,35.571848,-83.01616,"Count of Religous Institutions"
"4439","COVENANT LIFE SANCTUARY",2023,36.137455,-78.76173,"Count of Religous Institutions"
"4440","ANTIOCH UNITED CHR OF CHRIST",2023,36.3285,-78.40392,"Count of Religous Institutions"
"4441","LIVINGSTONE CHRISTIAN CHURCH",2023,36.362814,-78.420267,"Count of Religous Institutions"
"4442","TAYLOR CHAPEL AME ZION",2023,36.220015,-78.440895,"Count of Religous Institutions"
"4443","NEW RESTORATION COMMUNITY CHR",2023,36.324912,-78.391682,"Count of Religous Institutions"
"4444","UNITED FAITH WAY OF THE CROSS",2023,36.3285,-78.40392,"Count of Religous Institutions"
"4445","LIVING WATERS LUTH CHR ELCA",2023,35.466029,-83.368367,"Count of Religous Institutions"
"4446","STOVALL FIRST BAPTIST CHURCH",2023,36.461662,-78.573224,"Count of Religous Institutions"
"4447","WEST END BAPTIST CHURCH",2023,36.325575,-78.423746,"Count of Religous Institutions"
"4448","CENTRAL BAPTIST CHURCH",2023,36.30442,-78.45914,"Count of Religous Institutions"
"4449","MT ZION",2023,35.453946,-82.870473,"Count of Religous Institutions"
"4450","BIBLE BAPTIST CHR FELLOWSHIP",2023,35.507599,-82.990535,"Count of Religous Institutions"
